LUMINOSIDADE %;TEMP AR Celsius;GASES %;UMIDADE %;LATITUDE;LONGITUDE;TEMP AGUA Celsius;OXI AGUA mg/L;SOM
97.95;33.34;7.72;43.00;-12.8414297;-38.7966690;30.05;8.00;1016
97.95;33.14;7.62;42.00;-12.8416004;-38.7968101;30.21;7.99;1020
98.04;33.06;7.72;42.00;-12.8417892;-38.7969894;30.14;7.99;1017
98.04;33.40;7.82;42.00;-12.8418903;-38.7971153;30.28;7.99;1014
97.95;33.71;7.82;42.00;-12.8419904;-38.7972259;30.22;7.97;1011
98.04;33.22;7.62;42.00;-12.8420886;-38.7973480;30.25;7.95;1018
98.04;33.30;7.82;42.00;-12.8421497;-38.7974205;30.10;7.98;1013
97.95;33.28;7.82;42.00;-12.8423185;-38.7975769;30.15;7.96;1006
97.85;33.62;7.82;42.00;-12.8426895;-38.7977409;30.01;7.98;1019
97.95;33.41;7.82;42.00;-12.8431196;-38.7979087;30.07;7.96;1018
98.04;33.32;7.82;42.00;-12.8432893;-38.7982902;30.04;7.93;1014
98.04;33.29;7.82;42.00;-12.8434495;-38.7986946;30.15;7.98;1008
98.04;33.10;7.62;41.00;-12.8436203;-38.7990875;30.21;7.95;1015
98.04;32.94;7.43;41.00;-12.8437986;-38.7994613;30.19;7.94;1022
97.95;33.01;7.53;41.00;-12.8440189;-38.7998085;30.17;7.92;1022
97.95;32.97;7.53;41.00;-12.8443193;-38.8000411;30.17;7.89;1009
97.75;32.84;7.53;41.00;-12.8446493;-38.8002510;30.19;7.93;1015
97.85;33.16;7.72;41.00;-12.8450307;-38.8003501;30.29;7.91;1018
97.85;33.08;7.33;41.00;-12.8454589;-38.8004188;30.25;7.90;1016
97.85;32.80;7.62;41.00;-12.8458700;-38.8002815;30.41;7.92;1020
97.85;32.86;7.62;41.00;-12.8461599;-38.8001289;30.30;7.87;1007
97.85;32.69;7.53;41.00;-12.8461990;-38.8000984;30.48;7.83;1017
97.75;32.83;7.62;41.00;-12.8461990;-38.8000984;30.51;7.81;1017
97.75;32.86;7.62;41.00;-12.8461990;-38.8000984;30.41;7.74;1016
97.75;32.99;7.62;41.00;-12.8461990;-38.8000984;30.18;7.74;1014
97.75;33.05;7.62;41.00;-12.8461990;-38.8000984;30.20;7.72;1012
97.75;33.02;7.53;41.00;-12.8461990;-38.8000984;30.08;7.73;1016
97.85;33.26;7.72;40.00;-12.8461990;-38.8000984;30.20;7.74;1016
97.85;32.98;7.53;40.00;-12.8461990;-38.8000984;30.17;7.75;1014
97.75;33.52;7.62;40.00;-12.8461990;-38.8000984;30.22;7.73;1014
97.65;33.68;7.62;40.00;-12.8461990;-38.8000984;30.24;7.75;1023
97.65;33.74;7.62;40.00;-12.8461990;-38.8000984;30.23;7.75;1016
97.75;33.95;7.53;40.00;-12.8461990;-38.8000984;30.22;7.81;1012
97.65;34.16;7.62;40.00;-12.8461990;-38.8000984;30.26;7.82;1016
97.85;34.06;7.72;40.00;-12.8461990;-38.8000984;30.25;7.78;1013
97.85;34.29;7.72;40.00;-12.8461990;-38.8000984;30.43;7.92;1015
97.85;33.48;7.62;39.00;-12.8461990;-38.8000984;30.34;7.94;1013
97.85;33.74;7.72;39.00;-12.8461990;-38.8000984;30.55;7.88;1013
97.85;33.73;7.72;39.00;-12.8461990;-38.8000984;30.47;7.81;1013
97.75;33.94;7.72;39.00;-12.8461990;-38.8000984;30.57;7.78;1014
97.85;34.28;7.72;39.00;-12.8461990;-38.8000984;30.56;7.77;1013
97.85;34.40;7.72;39.00;-12.8461990;-38.8000984;30.58;7.78;1013
97.85;34.59;7.72;39.00;-12.8461990;-38.8000984;30.40;7.78;1017
97.75;34.58;7.72;39.00;-12.8461990;-38.8000984;30.51;7.74;1014
97.75;34.60;7.82;38.00;-12.8461990;-38.8000984;30.35;7.74;1015
97.75;34.68;7.72;38.00;-12.8461990;-38.8000984;30.45;7.74;1015
97.75;35.03;7.82;37.00;-12.8461990;-38.8000984;30.36;7.89;1015
97.75;35.01;7.92;37.00;-12.8461990;-38.8000984;30.37;7.91;1016
97.75;34.33;7.62;37.00;-12.8461990;-38.8000984;30.36;7.95;1013
97.65;34.36;7.72;37.00;-12.8461990;-38.8000984;30.36;7.94;1014
97.75;34.68;7.72;37.00;-12.8461990;-38.8000984;30.36;7.95;1014
97.65;34.76;7.92;37.00;-12.8461990;-38.8000984;30.35;7.99;1013
97.65;34.79;7.82;36.00;-12.8461990;-38.8000984;30.35;8.03;1015
97.65;34.91;7.82;37.00;-12.8461990;-38.8000984;30.34;7.91;1015
97.46;35.21;7.72;36.00;-12.8461990;-38.8000984;109.89;9.00;1017
97.56;35.24;7.72;36.00;-12.8461990;-38.8000984;109.89;9.00;1015
97.56;35.08;7.92;36.00;-12.8461990;-38.8000984;109.89;9.00;1014
97.56;35.13;7.92;36.00;-12.8461990;-38.8000984;109.89;9.00;1015
97.56;35.01;7.82;36.00;-12.8461990;-38.8000984;109.89;9.00;1015
97.46;35.05;7.82;36.00;-12.8461990;-38.8000984;109.89;9.00;1015
97.36;34.91;7.92;36.00;-12.8461990;-38.8000984;109.89;9.00;1012
97.36;35.05;8.02;36.00;-12.8461990;-38.8000984;109.89;9.00;1014
97.26;35.34;8.70;36.00;-12.8461990;-38.8000984;109.89;9.00;1015
97.26;35.27;8.21;36.00;-12.8461990;-38.8000984;109.89;9.00;1016
96.87;35.34;7.92;36.00;-12.8461990;-38.8000984;109.89;9.00;1013
96.97;35.43;7.92;36.00;-12.8461990;-38.8000984;109.89;9.00;1007
96.87;35.61;8.11;36.00;-12.8461990;-38.8000984;109.89;9.00;1020
97.17;35.56;8.02;36.00;-12.8461990;-38.8000984;109.89;9.00;1020
97.07;35.34;7.82;36.00;-12.8461990;-38.8000984;109.89;9.00;1016
97.26;35.45;7.92;36.00;-12.8461198;-38.8001098;109.89;9.00;1016
98.04;35.02;7.92;36.00;-12.8461399;-38.8002700;109.89;9.00;1017
98.04;35.31;7.82;37.00;-12.8460588;-38.8005485;109.89;9.00;1012
98.04;35.36;7.62;37.00;-12.8460588;-38.8007698;109.89;9.00;1006
98.14;34.84;7.72;36.00;-12.8460483;-38.8009490;109.89;9.00;1008
97.75;35.12;7.62;36.00;-12.8460407;-38.8012771;109.89;9.00;1016
97.95;35.02;7.62;36.00;-12.8460798;-38.8016357;109.89;9.00;1016
97.95;34.72;7.62;37.00;-12.8461103;-38.8020095;25.13;7.41;1022
97.95;34.66;7.72;37.00;-12.8461503;-38.8023605;109.89;9.00;1016
97.56;34.30;7.62;37.00;-12.8462085;-38.8027000;109.89;9.00;1020
97.46;34.00;7.62;37.00;-12.8463106;-38.8030281;102.79;7.00;1020
97.75;34.33;7.72;37.00;-12.8464202;-38.8033790;102.90;9.00;1017
98.04;34.11;7.72;37.00;-12.8465290;-38.8037109;103.27;0.00;1020
98.04;34.27;7.82;37.00;-12.8465805;-38.8040771;52.12;7.75;1018
97.85;33.89;7.72;38.00;-12.8466291;-38.8044548;109.89;9.00;1016
97.65;33.30;7.43;38.00;-12.8467102;-38.8047981;109.89;9.00;1020
97.65;32.98;7.72;37.00;-12.8468599;-38.8051490;109.89;9.00;1014
97.65;32.73;7.62;38.00;-12.8470001;-38.8055000;109.89;9.00;1016
97.65;32.45;7.72;40.00;-12.8471603;-38.8058891;109.89;9.00;1022
97.65;32.76;7.72;40.00;-12.8472890;-38.8062782;109.89;9.00;1010
97.75;32.59;7.53;40.00;-12.8474988;-38.8066596;109.89;9.00;1022
97.65;32.76;7.53;39.00;-12.8477296;-38.8070106;109.89;9.00;1019
97.56;32.58;7.62;39.00;-12.8478994;-38.8073997;109.89;9.00;1013
97.75;32.65;7.72;39.00;-12.8480806;-38.8078460;109.89;9.00;1009
97.65;32.58;7.72;39.00;-12.8482198;-38.8083419;109.89;9.00;1019
97.56;32.45;7.62;39.00;-12.8484792;-38.8087844;109.89;9.00;1008
97.85;32.66;7.53;39.00;-12.8486700;-38.8092613;109.89;9.00;1017
97.36;32.77;7.82;39.00;-12.8487396;-38.8097572;109.89;9.00;1015
97.85;32.70;7.82;40.00;-12.8489103;-38.8102684;109.89;9.00;1016
97.95;32.87;7.82;40.00;-12.8490295;-38.8108062;109.89;9.00;1018
97.95;32.88;7.82;40.00;-12.8491201;-38.8113670;109.89;9.00;1017
97.65;32.78;7.92;41.00;-12.8492383;-38.8120002;109.89;9.00;1022
97.85;32.87;7.82;41.00;-12.8493680;-38.8126716;109.89;9.00;1019
97.75;32.79;7.82;41.00;-12.8494691;-38.8132705;109.89;9.00;1019
97.75;32.77;7.92;41.00;-12.8495588;-38.8138694;109.89;9.00;1020
97.75;32.87;7.92;42.00;-12.8496599;-38.8144607;109.89;9.00;1017
97.75;32.88;8.02;42.00;-12.8497695;-38.8149909;109.89;9.00;1020
97.75;32.44;7.72;42.00;-12.8498601;-38.8155174;109.89;9.00;1017
97.85;32.27;7.82;41.00;-12.8499298;-38.8160362;109.89;9.00;1019
97.85;32.33;7.92;43.00;-12.8499898;-38.8166007;109.89;9.00;1020
97.75;32.55;7.82;42.00;-12.8500308;-38.8171310;109.89;9.00;1015
97.75;32.64;7.92;41.00;-12.8500795;-38.8176994;109.89;9.00;1017
97.75;32.98;7.92;42.00;-12.8501281;-38.8181800;109.89;9.00;1017
97.75;33.10;8.21;42.00;-12.8501605;-38.8186683;109.89;9.00;1019
97.85;33.01;8.21;42.00;-12.8501691;-38.8191719;109.89;9.00;1019
97.85;32.88;8.11;42.00;-12.8501806;-38.8197288;109.89;9.00;1016
97.75;32.55;8.02;42.00;-12.8501386;-38.8203201;109.89;9.00;1018
97.46;32.32;8.11;42.00;-12.8500890;-38.8208732;9.18;8.06;1017
97.46;32.01;7.92;42.00;-12.8500308;-38.8213615;103.27;6.00;982
97.56;31.97;7.82;42.00;-12.8500003;-38.8217887;15.31;7.53;1018
97.85;32.15;8.02;43.00;-12.8499193;-38.8222084;10.69;7.43;1021
97.95;32.17;7.92;43.00;-12.8498401;-38.8226470;8.51;7.51;1016
97.75;32.11;7.92;43.00;-12.8496885;-38.8231315;7.69;7.39;1017
97.95;32.02;8.02;43.00;-12.8495397;-38.8235397;8.07;7.38;1020
98.04;31.90;7.92;43.00;-12.8494205;-38.8239555;7.45;7.35;1020
98.04;32.04;8.02;43.00;-12.8492994;-38.8243713;7.77;7.25;1015
98.14;32.14;8.11;43.00;-12.8491897;-38.8247299;7.14;7.29;1016
98.14;32.22;8.02;44.00;-12.8490476;-38.8251686;7.45;7.29;1009
98.14;32.09;7.92;43.00;-12.8488798;-38.8255882;7.57;7.32;1014
98.24;32.21;8.11;43.00;-12.8486986;-38.8259811;7.20;7.37;1018
98.34;32.34;8.11;44.00;-12.8485288;-38.8263549;7.39;7.42;1010
98.34;32.21;7.92;44.00;-12.8483400;-38.8267898;7.02;7.44;1017
98.44;32.28;8.02;44.00;-12.8481206;-38.8272209;7.27;7.43;1018
98.44;32.34;7.92;43.00;-12.8478794;-38.8276290;6.87;7.44;1013
98.73;32.77;7.92;43.00;-12.8476305;-38.8280067;7.17;7.38;1021
98.83;33.31;7.82;42.00;-12.8473892;-38.8283615;6.74;7.43;1012
98.92;33.82;8.02;43.00;-12.8472089;-38.8287811;7.11;7.41;1008
98.92;34.59;8.21;42.00;-12.8470077;-38.8292007;6.62;7.44;1019
98.73;34.69;8.11;41.00;-12.8468093;-38.8295898;7.01;7.43;1014
98.34;34.52;8.21;41.00;-12.8466491;-38.8299865;6.58;7.42;1015
98.34;33.85;8.21;41.00;-12.8464994;-38.8304100;6.97;7.43;1013
98.34;33.59;8.02;40.00;-12.8463106;-38.8308601;6.58;7.44;1018
98.63;33.36;7.92;40.00;-12.8461294;-38.8313255;6.94;7.50;1018
98.44;33.42;7.92;39.00;-12.8459701;-38.8317565;6.60;7.48;1018
98.73;33.71;8.02;40.00;-12.8458099;-38.8321990;6.92;7.47;1015
98.63;33.80;8.11;40.00;-12.8456602;-38.8326606;6.59;7.45;1009
98.73;33.83;8.02;40.00;-12.8455295;-38.8331184;6.79;7.49;1021
98.83;34.12;7.92;40.00;-12.8454484;-38.8336677;6.57;7.48;1019
98.73;34.37;8.02;40.00;-12.8453111;-38.8341789;6.85;7.53;1021
98.53;34.20;7.92;40.00;-12.8451509;-38.8347129;6.64;7.58;1019
98.53;34.32;8.11;40.00;-12.8449602;-38.8352012;6.91;7.65;1015
98.83;34.47;8.21;40.00;-12.8448305;-38.8357048;6.80;7.59;1016
99.02;34.91;8.11;40.00;-12.8448486;-38.8362808;6.93;7.55;1020
98.92;35.21;8.02;39.00;-12.8446989;-38.8368186;6.84;7.48;1016
98.73;34.70;8.21;39.00;-12.8445501;-38.8372383;6.97;7.46;1021
98.83;34.71;8.11;39.00;-12.8444089;-38.8376464;6.94;7.50;1014
98.83;34.71;7.92;38.00;-12.8443498;-38.8380393;7.02;7.58;1018
98.73;34.89;8.21;39.00;-12.8442792;-38.8384513;6.93;7.61;1022
98.63;34.82;7.92;39.00;-12.8441686;-38.8388786;7.03;7.61;1020
98.63;35.02;8.11;39.00;-12.8441104;-38.8392601;6.99;7.64;1014
98.73;34.80;8.11;39.00;-12.8440494;-38.8396415;7.11;7.59;1018
98.73;34.78;8.21;39.00;-12.8440084;-38.8400306;7.11;7.66;1018
98.92;35.15;8.31;38.00;-12.8439702;-38.8404693;7.12;7.62;1015
99.02;35.57;8.21;39.00;-12.8439197;-38.8409614;7.10;7.63;1018
98.92;35.96;8.11;38.00;-12.8438100;-38.8414688;7.04;7.63;1019
98.53;35.98;8.31;38.00;-12.8436889;-38.8419113;7.11;7.65;1020
98.92;35.78;8.21;38.00;-12.8435688;-38.8422813;6.98;7.69;1018
98.92;36.27;8.11;37.00;-12.8434801;-38.8427200;7.09;7.69;1016
98.92;36.76;8.02;37.00;-12.8433599;-38.8431282;6.91;7.69;1022
98.92;37.14;7.92;35.00;-12.8433198;-38.8435058;7.09;7.68;1018
98.92;36.86;8.11;35.00;-12.8432388;-38.8438911;6.78;7.69;1018
98.83;36.25;8.21;34.00;-12.8431692;-38.8443107;7.08;7.67;1021
98.92;36.96;8.02;34.00;-12.8430805;-38.8447113;6.71;7.67;1019
98.92;37.59;8.11;34.00;-12.8430089;-38.8450660;7.12;7.66;1018
98.92;37.78;8.11;34.00;-12.8429403;-38.8454055;7.13;7.66;1015
99.02;37.44;8.31;33.00;-12.8428897;-38.8457603;7.02;7.65;1020
98.92;37.55;8.21;32.00;-12.8428192;-38.8461494;7.09;7.67;1020
98.73;37.20;8.21;32.00;-12.8426389;-38.8465576;6.84;7.67;1022
98.63;36.33;8.21;32.00;-12.8424482;-38.8470764;7.06;7.64;1022
98.73;36.50;8.11;32.00;-12.8422594;-38.8475265;6.76;7.65;1019
98.73;36.54;8.21;32.00;-12.8420705;-38.8479804;7.04;7.70;1018
98.53;36.38;8.21;33.00;-12.8418598;-38.8484382;6.61;7.69;1022
98.53;35.82;8.11;33.00;-12.8416290;-38.8488769;6.96;7.69;991
98.63;35.75;7.92;33.00;-12.8414201;-38.8493156;6.45;7.69;1016
98.53;36.18;8.11;33.00;-12.8411788;-38.8497390;6.79;7.71;1013
98.53;36.37;8.21;34.00;-12.8409500;-38.8501586;6.27;7.70;1011
98.53;36.46;8.21;34.00;-12.8407201;-38.8505783;6.63;7.70;1016
98.63;37.26;8.31;35.00;-12.8404302;-38.8509063;6.07;7.72;1018
98.53;37.79;8.21;35.00;-12.8400697;-38.8511772;6.40;7.70;1015
98.53;38.13;8.21;34.00;-12.8396787;-38.8514289;5.99;7.69;1019
98.63;38.20;8.21;33.00;-12.8392887;-38.8516349;6.28;7.69;1018
98.63;38.35;8.31;33.00;-12.8388795;-38.8518791;5.94;7.68;1019
98.63;39.20;8.31;33.00;-12.8384885;-38.8521080;6.20;7.65;1020
98.44;38.61;8.21;33.00;-12.8380708;-38.8523368;5.90;7.64;1016
98.53;38.77;8.11;32.00;-12.8376493;-38.8525352;6.07;7.62;1018
98.63;38.86;8.31;32.00;-12.8371686;-38.8527908;5.89;7.63;1016
98.73;39.61;8.11;31.00;-12.8367099;-38.8530845;6.06;7.59;1015
98.53;39.50;8.21;30.00;-12.8362598;-38.8533782;6.48;7.57;1017
98.92;39.97;8.11;30.00;-12.8358707;-38.8536605;5.94;7.59;1018
98.92;42.08;8.21;30.00;-12.8354797;-38.8539276;6.40;7.58;1021
98.53;41.50;8.21;29.00;-12.8351001;-38.8541908;6.00;7.56;1019
98.63;41.46;8.11;29.00;-12.8347196;-38.8543968;6.38;7.55;1020
98.73;41.46;8.21;27.00;-12.8343191;-38.8546218;6.04;7.57;1021
98.63;41.87;8.11;27.00;-12.8339385;-38.8548316;6.26;7.62;1020
98.53;41.70;8.31;26.00;-12.8335294;-38.8550415;6.09;7.53;1019
98.44;41.53;8.21;26.00;-12.8331193;-38.8551712;6.16;7.44;1020
98.34;41.11;8.21;27.00;-12.8327283;-38.8553199;6.16;7.43;1018
98.34;40.84;8.21;27.00;-12.8323688;-38.8554496;6.21;7.38;1016
98.34;40.83;8.31;27.00;-12.8319597;-38.8555793;6.19;7.30;1021
98.44;40.53;8.41;28.00;-12.8314590;-38.8557395;6.24;7.33;1018
98.44;40.39;8.31;28.00;-12.8310394;-38.8559684;6.29;7.30;1020
98.53;40.46;8.11;28.00;-12.8305997;-38.8562507;6.32;7.35;1012
98.53;40.50;8.21;27.00;-12.8301610;-38.8564796;6.32;7.40;1019
98.73;41.16;8.21;27.00;-12.8297290;-38.8566856;6.31;7.42;1020
98.73;41.34;8.11;27.00;-12.8293199;-38.8568801;6.25;7.45;1019
98.73;42.02;8.21;28.00;-12.8288984;-38.8571090;6.30;7.44;1018
98.73;41.68;8.31;27.00;-12.8285007;-38.8573684;6.36;7.41;1019
98.73;41.92;8.41;27.00;-12.8281202;-38.8575973;6.43;7.40;1015
98.83;42.56;8.31;28.00;-12.8276996;-38.8578681;6.56;7.40;1013
98.83;43.47;8.21;26.00;-12.8272800;-38.8581085;6.57;7.40;1018
98.73;43.99;8.21;26.00;-12.8268690;-38.8582954;6.64;7.40;1017
98.63;43.73;8.31;26.00;-12.8265094;-38.8584823;6.68;7.31;1019
98.83;43.47;8.31;25.00;-12.8261203;-38.8586502;6.71;7.14;1022
98.53;43.71;8.21;24.00;-12.8256788;-38.8588066;13.48;7.10;1018
98.34;42.37;8.21;24.00;-12.8252201;-38.8589897;18.01;7.11;1022
98.34;41.81;8.21;24.00;-12.8248291;-38.8591918;19.72;7.10;1019
98.34;41.65;8.02;26.00;-12.8243589;-38.8593254;19.99;7.11;1018
98.24;40.94;8.02;25.00;-12.8239507;-38.8595581;19.95;6.99;1017
98.24;40.47;8.41;25.00;-12.8235902;-38.8597984;20.02;6.96;1020
98.24;40.72;8.41;26.00;-12.8232488;-38.8600502;20.16;6.96;1019
98.14;40.64;8.11;28.00;-12.8229207;-38.8602752;20.37;6.94;1020
98.14;40.34;8.11;27.00;-12.8225803;-38.8604812;20.46;7.00;1018
98.44;40.30;8.21;28.00;-12.8222303;-38.8606948;20.69;7.08;1017
98.14;39.97;8.11;28.00;-12.8218402;-38.8609504;20.81;7.09;1019
98.14;39.53;8.21;28.00;-12.8214492;-38.8611869;21.07;7.10;1016
98.14;39.29;8.31;29.00;-12.8210697;-38.8614044;21.19;7.11;1018
98.44;38.98;8.11;30.00;-12.8207092;-38.8616790;21.46;7.13;1021
98.73;39.45;8.50;29.00;-12.8204088;-38.8619804;21.45;7.15;1018
98.73;40.38;8.50;30.00;-12.8201284;-38.8622512;21.65;7.17;1015
98.53;40.95;8.31;29.00;-12.8197193;-38.8623771;21.67;7.19;1020
97.75;40.10;8.21;28.00;-12.8192996;-38.8623962;21.83;7.20;1021
97.95;39.29;8.31;29.00;-12.8189496;-38.8622703;21.85;7.17;1017
98.53;39.82;8.31;29.00;-12.8185596;-38.8622398;21.96;7.15;1021
98.73;40.67;8.31;30.00;-12.8181905;-38.8622703;21.99;7.16;1018
98.83;41.33;8.31;30.00;-12.8178300;-38.8622398;22.03;7.16;1018
98.83;42.21;8.21;29.00;-12.8175296;-38.8622245;22.48;7.18;1018
98.83;43.13;8.31;29.00;-12.8172302;-38.8622398;22.12;7.14;1015
98.83;44.04;8.41;29.00;-12.8168992;-38.8622550;22.61;7.14;1018
98.73;43.62;8.11;27.00;-12.8165283;-38.8623085;22.37;7.12;1013
98.63;42.63;8.21;26.00;-12.8162097;-38.8623542;22.90;7.12;1016
98.44;42.01;8.31;27.00;-12.8158798;-38.8624191;22.59;7.11;1019
98.04;41.58;8.31;27.00;-12.8155202;-38.8624305;23.03;7.12;1016
97.95;40.70;8.02;27.00;-12.8151502;-38.8624191;22.83;7.12;1021
97.95;40.26;8.21;26.00;-12.8147907;-38.8623924;23.28;7.11;1019
97.95;40.36;8.31;28.00;-12.8144483;-38.8623962;23.06;7.12;1019
98.04;40.03;8.11;28.00;-12.8141098;-38.8624687;23.49;7.11;1020
97.95;39.57;8.31;28.00;-12.8138093;-38.8625411;23.25;7.13;1019
97.95;38.84;8.11;30.00;-12.8134794;-38.8625907;23.69;7.12;1020
97.85;38.62;8.21;30.00;-12.8131685;-38.8626289;23.51;7.11;1019
98.04;38.58;8.31;30.00;-12.8128805;-38.8626594;23.89;7.11;1017
98.44;39.08;8.31;31.00;-12.8125486;-38.8626708;23.75;7.13;1018
98.53;39.47;8.21;32.00;-12.8122396;-38.8626594;24.23;7.13;1021
98.63;40.08;8.31;32.00;-12.8119688;-38.8626518;23.92;7.14;1018
98.44;40.52;8.31;31.00;-12.8117094;-38.8626518;25.36;7.13;1019
98.53;40.50;8.41;31.00;-12.8114290;-38.8626518;25.68;7.11;1017
98.44;40.65;8.41;31.00;-12.8111391;-38.8626594;26.42;7.11;1020
98.53;40.76;8.21;31.00;-12.8108396;-38.8626708;25.73;7.12;1019
97.75;40.77;8.31;29.00;-12.8105287;-38.8626594;25.18;7.12;1020
97.56;40.30;8.21;30.00;-12.8102083;-38.8625984;24.58;7.12;1018
98.53;40.61;8.31;30.00;-12.8098983;-38.8625411;25.18;7.12;1022
98.34;40.83;8.31;30.00;-12.8095998;-38.8625144;24.70;7.13;1019
98.53;40.46;8.41;30.00;-12.8092298;-38.8625144;25.30;7.13;1016
97.85;41.09;8.41;30.00;-12.8088703;-38.8624610;25.64;7.14;1020
97.46;40.06;8.31;30.00;-12.8084592;-38.8623695;25.21;7.17;1020
98.24;39.52;8.41;30.00;-12.8080596;-38.8623008;25.47;7.18;1018
97.85;37.84;8.31;31.00;-12.8076887;-38.8622245;25.12;7.17;1019
97.95;36.33;8.21;31.00;-12.8072891;-38.8621101;25.28;7.17;1021
97.75;37.90;8.41;31.00;-12.8069992;-38.8620567;24.92;7.13;1012
97.65;35.66;10.85;32.00;-12.8066787;-38.8619995;25.10;7.13;1023
97.65;35.89;11.63;33.00;-12.8062696;-38.8619155;24.67;7.11;1023
97.65;35.97;9.78;34.00;-12.8059387;-38.8618583;24.93;7.08;1020
97.75;36.69;13.69;35.00;-12.8056402;-38.8618202;24.48;7.03;1020
97.85;36.91;16.13;37.00;-12.8052997;-38.8617668;24.76;7.02;1016
97.95;36.84;18.67;37.00;-12.8050003;-38.8617515;24.31;7.02;1019
97.75;36.52;17.60;37.00;-12.8046894;-38.8617248;24.62;7.01;1019
97.95;36.95;18.18;37.00;-12.8043394;-38.8616981;24.10;7.05;1020
98.04;36.71;17.89;37.00;-12.8039798;-38.8616790;24.51;7.08;1018
97.65;36.74;17.11;37.00;-12.8035888;-38.8616600;24.04;7.03;1019
97.56;36.73;14.76;36.00;-12.8031988;-38.8615684;24.46;7.06;1020
97.46;36.51;16.62;37.00;-12.8028001;-38.8614616;24.00;6.96;1019
97.46;36.35;16.81;36.00;-12.8024797;-38.8613853;24.41;7.00;1017
97.46;36.26;15.93;37.00;-12.8020706;-38.8612594;23.96;6.99;1021
97.46;36.21;16.72;36.00;-12.8016386;-38.8611564;24.35;6.99;1021
97.56;36.32;16.91;37.00;-12.8012304;-38.8610649;24.06;6.97;1017
97.56;36.31;15.93;37.00;-12.8008699;-38.8609809;24.34;6.98;1021
97.36;36.17;15.54;37.00;-12.8004484;-38.8609008;24.10;7.01;1019
97.26;36.09;14.86;37.00;-12.8000593;-38.8607711;24.30;6.96;1018
97.36;35.55;15.54;37.00;-12.7997198;-38.8606376;24.17;7.01;1017
97.36;35.36;16.52;39.00;-12.7993192;-38.8605766;24.24;6.99;1018
97.56;35.09;8.31;39.00;-12.7989301;-38.8605499;24.21;6.93;1017
97.56;34.79;8.21;39.00;-12.7986488;-38.8605346;24.29;6.92;1020
97.56;34.59;8.21;40.00;-12.7983999;-38.8606681;24.20;6.89;1020
97.46;34.59;8.41;40.00;-12.7980489;-38.8608016;24.23;6.89;1017
97.56;34.79;8.41;41.00;-12.7976493;-38.8609237;23.93;6.88;1020
97.65;34.80;8.21;41.00;-12.7972593;-38.8609390;24.73;6.88;1018
97.56;34.71;8.21;41.00;-12.7969694;-38.8610343;25.10;6.92;1018
97.46;34.70;8.31;41.00;-12.7967395;-38.8611259;27.17;6.96;1021
97.56;34.32;8.31;41.00;-12.7964887;-38.8612709;26.72;7.01;1015
97.46;33.90;8.11;41.00;-12.7961988;-38.8615074;29.46;7.00;1020
97.46;34.18;8.11;41.00;-12.7958993;-38.8616790;46.21;7.02;1017
97.56;33.97;8.11;42.00;-12.7955694;-38.8618888;48.66;7.01;1022
97.46;33.94;8.11;41.00;-12.7952299;-38.8620872;49.23;7.04;1020
97.46;33.90;8.02;41.00;-12.7949094;-38.8623008;49.99;7.10;1015
97.36;33.70;8.11;41.00;-12.7945499;-38.8625717;50.36;7.09;1019
97.46;33.82;8.11;42.00;-12.7942304;-38.8628158;50.64;7.13;1012
97.56;33.63;8.21;41.00;-12.7939701;-38.8630104;50.12;7.16;1011
97.56;33.66;8.21;41.00;-12.7936697;-38.8631858;50.70;7.16;1016
97.46;33.39;8.02;42.00;-12.7933797;-38.8634185;37.68;7.15;1021
97.56;33.31;8.11;42.00;-12.7930889;-38.8636398;29.73;7.16;1020
97.56;33.22;8.21;42.00;-12.7928094;-38.8638343;48.55;7.19;1023
97.65;33.43;8.02;42.00;-12.7924795;-38.8640556;49.22;7.18;1022
97.65;33.48;8.11;43.00;-12.7921400;-38.8643074;49.88;7.22;1020
97.65;33.48;9.48;43.00;-12.7918701;-38.8645858;49.84;7.29;1019
97.65;33.62;8.80;43.00;-12.7916402;-38.8648605;50.39;7.33;1019
97.65;33.51;8.60;43.00;-12.7914295;-38.8650856;49.24;7.32;1020
97.56;33.20;8.21;43.00;-12.7911901;-38.8653602;50.40;7.26;1009
97.56;33.04;8.41;43.00;-12.7909688;-38.8656387;50.09;7.21;1019
97.56;32.81;8.31;43.00;-12.7907094;-38.8658905;51.06;7.15;1021
97.56;32.66;8.31;43.01;-12.7904386;-38.8661308;51.14;7.13;1019
97.56;32.81;8.02;42.01;-12.7901906;-38.8663482;51.43;7.13;1021
97.56;32.76;8.21;43.01;-12.7899503;-38.8665351;50.68;7.13;1022
97.56;32.65;8.11;43.00;-12.7896604;-38.8667716;50.58;7.12;1021
97.46;32.68;8.21;44.00;-12.7893695;-38.8670616;50.85;7.11;1019
97.46;32.96;8.11;44.01;-12.7890806;-38.8673591;52.89;7.11;1010
97.46;32.98;8.21;43.01;-12.7888298;-38.8676185;52.71;7.06;1018
97.56;33.06;8.31;44.01;-12.7885999;-38.8678474;50.35;7.05;1020
97.56;33.18;8.21;44.00;-12.7883596;-38.8680572;49.30;7.07;1008
97.56;32.99;8.11;44.00;-12.7880697;-38.8682899;50.26;6.96;1020
97.56;32.70;8.11;44.01;-12.7877388;-38.8685150;54.78;6.96;1021
97.56;32.55;8.21;44.01;-12.7874898;-38.8687515;53.83;7.11;1013
