LUMINOSIDADE %;TEMP AR Celsius;GASES %;UMIDADE %;LATITUDE;LONGITUDE;TEMP AGUA Celsius;OXI AGUA mg/L;SOM
71.26;34.04;8.32;56.00;-12.8688402;-38.5838012;26.60;6.38;867
89.54;34.04;8.32;56.00;-12.8686695;-38.5840759;26.68;6.30;859
89.44;33.78;8.22;56.00;-12.8683996;-38.5844306;26.64;6.24;871
87.78;33.55;8.32;56.00;-12.8682298;-38.5848045;26.70;6.22;865
88.66;33.60;8.32;56.00;-12.8680896;-38.5850982;26.68;6.19;863
82.31;33.62;8.32;56.00;-12.8679294;-38.5853996;26.73;6.16;869
86.71;33.61;8.32;56.00;-12.8677902;-38.5856742;26.71;6.13;862
92.67;33.65;8.32;57.00;-12.8676500;-38.5859413;26.77;6.08;866
91.10;33.55;8.42;57.00;-12.8675298;-38.5862197;26.49;6.20;866
98.04;33.63;8.42;57.00;-12.8674306;-38.5865173;26.54;6.72;873
96.29;34.10;7.83;57.00;-12.8673095;-38.5868186;26.49;7.40;766
97.95;33.92;8.12;55.00;-12.8672704;-38.5870399;26.73;7.22;812
98.14;33.71;8.22;55.00;-12.8671283;-38.5872764;26.87;9.58;808
98.24;33.51;7.93;55.00;-12.8670301;-38.5875701;26.93;8.95;837
98.34;33.49;7.93;55.00;-12.8669910;-38.5878982;28.70;7.41;891
98.44;34.14;8.03;55.00;-12.8671102;-38.5881690;29.15;7.93;891
98.44;34.53;8.22;55.00;-12.8671598;-38.5884895;29.10;8.48;904
98.34;34.74;8.03;55.00;-12.8671493;-38.5887603;29.15;8.47;908
98.14;34.83;7.93;54.00;-12.8671598;-38.5890464;29.26;8.60;872
98.04;34.97;7.83;54.00;-12.8670701;-38.5893402;29.32;8.23;904
98.24;34.89;7.83;53.00;-12.8669385;-38.5895843;29.37;8.19;893
98.24;35.13;8.03;53.00;-12.8668394;-38.5899009;29.42;8.15;871
98.24;34.84;7.83;53.00;-12.8667783;-38.5901908;29.45;8.11;876
98.44;35.42;7.83;53.00;-12.8667297;-38.5904998;29.45;8.09;874
98.34;35.99;7.83;51.00;-12.8667783;-38.5907707;29.48;8.10;904
98.34;35.92;7.83;51.00;-12.8668308;-38.5910911;29.47;8.24;840
98.34;35.77;7.93;51.00;-12.8667898;-38.5914192;29.61;8.31;880
98.24;36.31;8.03;51.00;-12.8667783;-38.5917282;29.55;8.16;888
98.34;36.74;8.12;51.00;-12.8667392;-38.5920562;29.71;8.14;899
98.34;37.07;8.03;50.00;-12.8666791;-38.5923690;29.61;8.15;915
98.24;37.47;8.02;49.00;-12.8666601;-38.5926628;29.80;8.09;871
98.24;37.81;8.11;49.00;-12.8666887;-38.5929985;29.71;8.09;872
98.44;38.13;8.21;49.00;-12.8667192;-38.5932960;29.86;8.14;811
98.44;38.35;8.21;48.00;-12.8667497;-38.5935974;29.78;8.09;879
98.44;38.56;8.11;48.00;-12.8667898;-38.5939102;29.84;8.10;917
98.44;38.80;8.21;47.00;-12.8668088;-38.5942611;29.73;8.09;877
98.44;39.08;8.21;45.00;-12.8668203;-38.5945510;29.86;8.08;878
98.44;39.27;8.21;44.00;-12.8668003;-38.5948143;29.70;8.06;863
98.44;39.52;8.31;42.00;-12.8667697;-38.5950584;29.80;8.12;879
98.44;39.74;8.41;41.00;-12.8667297;-38.5952873;29.62;8.16;898
98.53;40.14;8.50;41.00;-12.8666992;-38.5955276;29.72;8.09;864
98.53;40.51;8.41;41.00;-12.8666486;-38.5957374;29.60;8.13;866
98.44;40.80;8.41;39.00;-12.8666200;-38.5959472;29.58;8.07;795
98.53;40.92;8.41;39.00;-12.8665590;-38.5961799;29.61;8.09;917
98.44;41.19;8.50;38.00;-12.8665390;-38.5964317;29.62;8.09;911
98.53;41.43;8.50;38.00;-12.8664884;-38.5966606;29.59;8.09;830
98.53;41.67;8.60;38.00;-12.8664598;-38.5968818;29.60;8.13;889
98.53;41.99;8.60;37.00;-12.8663988;-38.5970878;29.60;8.13;870
98.44;42.15;8.70;37.00;-12.8663587;-38.5973014;29.59;8.10;890
98.44;42.33;8.80;37.00;-12.8663101;-38.5974998;29.57;8.14;881
98.34;42.39;8.80;37.00;-12.8662309;-38.5977058;29.56;10.66;887
98.34;42.42;8.80;36.00;-12.8661680;-38.5978851;29.56;9.50;797
98.34;42.44;8.70;36.00;-12.8661289;-38.5980796;29.53;9.37;887
98.34;42.45;8.70;36.00;-12.8661193;-38.5983276;29.58;9.13;888
98.34;42.46;8.60;35.00;-12.8661193;-38.5985679;29.55;8.15;888
98.34;42.62;8.60;35.00;-12.8661193;-38.5988006;29.62;8.23;912
98.34;42.66;8.60;35.00;-12.8660802;-38.5990409;29.56;9.44;892
98.34;42.75;8.60;34.00;-12.8660602;-38.5992889;29.69;9.31;894
98.24;42.77;8.60;34.00;-12.8660192;-38.5995254;29.56;9.20;891
98.24;42.71;8.50;34.00;-12.8659791;-38.5997390;29.62;8.17;899
98.34;41.44;7.92;33.00;-12.8659696;-38.5999755;29.82;9.33;910
98.44;39.83;7.92;32.00;-12.8659591;-38.6002311;29.80;9.46;896
98.44;38.77;7.72;31.00;-12.8659696;-38.6004600;29.79;9.19;895
98.44;38.24;7.82;32.00;-12.8659896;-38.6007003;29.83;8.19;906
98.44;38.37;7.92;33.00;-12.8660192;-38.6009254;29.76;8.26;885
98.44;37.79;7.82;34.00;-12.8660602;-38.6011772;29.82;8.78;864
98.44;37.37;7.82;35.00;-12.8660802;-38.6014709;29.65;8.22;868
98.44;37.17;7.82;35.00;-12.8660993;-38.6017379;29.49;8.17;921
98.44;36.55;7.72;37.00;-12.8661289;-38.6020507;29.58;9.09;877
98.44;36.09;7.72;37.00;-12.8661289;-38.6023292;29.49;9.26;889
98.53;36.28;7.72;38.00;-12.8661680;-38.6025695;29.52;9.69;883
98.53;36.23;7.82;39.00;-12.8662099;-38.6028251;29.52;8.15;917
98.53;35.77;7.72;39.00;-12.8662796;-38.6031417;29.48;8.20;919
98.53;35.55;7.72;41.00;-12.8663501;-38.6034355;29.52;8.21;895
98.53;35.77;7.82;41.00;-12.8664093;-38.6037254;29.54;8.18;879
98.44;35.55;7.72;41.00;-12.8664398;-38.6040306;29.51;9.49;902
98.53;35.67;7.72;42.00;-12.8664693;-38.6043243;29.54;8.19;894
98.53;35.37;7.62;42.00;-12.8664999;-38.6046218;29.55;9.48;889
98.53;35.30;7.62;42.00;-12.8665494;-38.6049118;29.53;8.28;989
98.53;35.45;7.72;42.00;-12.8666200;-38.6052207;29.55;8.15;904
98.53;35.39;7.72;43.00;-12.8666706;-38.6055107;29.63;8.13;845
98.53;35.19;7.82;43.00;-12.8666992;-38.6058006;29.57;8.14;887
98.53;35.11;7.72;42.00;-12.8667097;-38.6060905;29.66;8.14;921
98.53;35.12;7.72;42.00;-12.8667497;-38.6063613;29.60;8.15;902
98.53;35.02;7.72;42.00;-12.8667697;-38.6066246;29.74;8.14;873
98.44;34.86;7.82;42.00;-12.8667497;-38.6068801;29.79;8.15;893
98.44;34.50;7.72;42.00;-12.8666887;-38.6071281;29.81;8.19;898
98.53;34.06;7.72;43.00;-12.8666887;-38.6073989;29.77;8.28;868
98.53;34.09;7.72;43.00;-12.8666887;-38.6076583;29.84;8.27;915
98.53;34.21;7.62;43.00;-12.8666791;-38.6079521;29.73;8.16;864
98.53;34.04;7.72;43.00;-12.8666791;-38.6082115;29.81;8.21;879
98.53;33.97;7.72;44.00;-12.8667097;-38.6084709;29.62;8.13;905
98.53;34.08;7.72;44.00;-12.8667783;-38.6087455;29.57;8.10;895
98.53;34.08;7.72;44.00;-12.8668003;-38.6090316;29.59;8.15;905
98.53;33.96;7.72;44.00;-12.8668088;-38.6092643;29.59;8.13;876
98.53;33.91;7.72;44.00;-12.8668203;-38.6095199;29.59;8.10;909
98.53;33.73;7.72;44.00;-12.8668394;-38.6097564;29.58;8.16;885
98.53;33.63;7.72;44.00;-12.8668594;-38.6099891;29.57;8.09;875
98.53;33.66;7.72;44.00;-12.8668594;-38.6102294;29.59;8.10;895
98.53;33.74;7.72;44.00;-12.8668203;-38.6104278;29.59;8.16;870
98.53;33.95;7.82;45.00;-12.8668003;-38.6106605;29.57;8.26;890
98.53;34.05;7.62;45.00;-12.8667497;-38.6108818;29.58;8.12;869
98.53;34.28;7.62;44.00;-12.8666486;-38.6110801;29.61;8.14;909
98.53;34.09;7.72;44.00;-12.8665895;-38.6112899;29.58;8.14;877
98.53;34.05;7.72;44.00;-12.8665189;-38.6114883;29.60;8.10;886
98.53;34.30;7.82;43.00;-12.8664598;-38.6116981;29.62;8.17;879
98.53;34.18;7.82;43.00;-12.8664093;-38.6119079;29.63;8.09;894
98.53;34.15;7.82;44.00;-12.8663587;-38.6121444;29.69;8.14;881
98.53;33.97;7.72;43.00;-12.8663587;-38.6124076;29.63;8.13;878
98.53;34.35;7.82;43.00;-12.8664093;-38.6126747;29.73;8.09;916
98.53;34.49;7.72;43.00;-12.8664293;-38.6129493;29.87;8.09;898
98.53;34.50;7.82;43.00;-12.8664598;-38.6132011;29.79;8.11;920
98.53;34.40;7.72;43.00;-12.8664693;-38.6134757;29.87;8.09;881
98.53;34.61;7.82;43.00;-12.8664798;-38.6137351;29.87;8.10;896
98.53;34.46;7.72;43.00;-12.8664798;-38.6140213;29.89;8.12;889
98.53;34.61;7.72;43.00;-12.8664693;-38.6142997;29.90;8.09;890
98.53;34.83;7.72;43.00;-12.8664999;-38.6145782;29.84;8.12;903
98.53;34.72;7.82;43.00;-12.8665103;-38.6148376;29.66;8.09;905
98.53;34.59;7.72;42.00;-12.8665390;-38.6150856;29.76;8.25;899
98.53;34.58;7.72;42.00;-12.8665895;-38.6153602;29.64;8.08;890
98.53;34.76;7.82;43.00;-12.8666000;-38.6156311;29.72;8.08;887
98.53;34.72;7.82;43.00;-12.8666000;-38.6159095;29.64;8.07;903
98.53;34.92;7.92;43.00;-12.8666095;-38.6161766;29.64;8.07;915
98.53;35.27;7.82;44.00;-12.8666200;-38.6164283;29.65;8.05;905
98.53;35.78;7.82;44.00;-12.8666706;-38.6166915;29.65;8.07;895
98.53;36.02;7.82;43.00;-12.8667297;-38.6169586;29.65;8.05;921
98.53;36.02;7.82;43.00;-12.8667898;-38.6172904;29.66;8.08;924
98.44;36.16;7.82;42.00;-12.8667898;-38.6176185;29.63;8.05;899
98.53;36.34;7.92;42.00;-12.8667697;-38.6179466;29.65;8.07;894
98.53;36.57;7.82;42.00;-12.8668003;-38.6182899;29.64;8.09;909
98.44;36.79;7.82;42.00;-12.8668699;-38.6186408;29.67;8.07;891
98.44;36.11;7.82;41.00;-12.8668088;-38.6190299;29.67;8.07;894
98.44;36.19;7.82;42.00;-12.8667898;-38.6193962;29.67;8.07;856
98.44;36.74;7.72;42.00;-12.8667898;-38.6197814;29.66;8.10;921
98.44;36.34;7.82;42.00;-12.8667097;-38.6201591;29.73;8.06;875
98.53;36.13;7.72;41.00;-12.8666486;-38.6205482;29.94;8.04;894
98.44;36.33;7.72;41.00;-12.8665895;-38.6208992;29.85;8.08;865
98.44;36.73;7.72;41.00;-12.8665189;-38.6212615;29.94;8.03;912
98.53;36.29;7.82;41.00;-12.8664798;-38.6216163;29.93;8.08;896
98.44;36.51;7.92;42.00;-12.8664798;-38.6219482;30.00;8.05;879
98.44;36.44;8.02;42.00;-12.8664493;-38.6222953;29.99;8.08;896
98.44;36.89;8.02;43.00;-12.8664197;-38.6226425;29.94;8.04;912
98.53;37.13;7.92;43.00;-12.8663806;-38.6229896;29.77;8.04;903
98.44;36.82;8.02;43.00;-12.8663282;-38.6233291;29.89;8.03;906
98.44;36.48;7.82;43.00;-12.8662710;-38.6236991;29.77;8.03;927
98.44;36.67;7.82;42.00;-12.8662710;-38.6240692;29.85;8.04;914
98.44;37.01;7.92;42.00;-12.8662385;-38.6244354;29.73;8.03;891
98.44;36.97;7.82;43.00;-12.8661794;-38.6248512;29.78;8.02;915
98.44;37.05;7.82;43.00;-12.8661289;-38.6252403;29.74;8.01;910
98.44;37.29;7.92;43.00;-12.8660497;-38.6256484;29.73;8.04;901
98.44;37.24;7.92;43.00;-12.8659696;-38.6260604;29.76;8.03;900
98.44;37.10;7.82;43.00;-12.8658800;-38.6264610;29.78;8.03;985
98.44;37.40;7.92;43.00;-12.8657703;-38.6268768;29.76;8.02;909
98.44;37.58;7.92;43.00;-12.8656692;-38.6272697;29.81;8.03;925
98.44;37.21;7.92;42.00;-12.8655691;-38.6276512;29.83;8.04;896
98.44;36.64;7.82;42.00;-12.8654298;-38.6279754;29.85;8.03;916
98.44;36.95;7.92;42.00;-12.8653182;-38.6282997;29.84;8.03;899
98.44;37.13;8.02;42.00;-12.8652696;-38.6286582;29.84;8.03;892
98.44;37.43;8.02;43.00;-12.8652486;-38.6290397;29.87;8.03;900
98.44;37.18;7.92;43.00;-12.8651905;-38.6293983;29.88;8.03;890
98.44;37.15;7.82;43.00;-12.8651294;-38.6297912;29.91;8.03;919
98.44;36.32;7.72;43.00;-12.8650808;-38.6302375;29.83;8.03;903
98.24;36.07;7.72;42.00;-12.8649902;-38.6306381;29.85;8.01;876
97.95;36.41;7.92;43.00;-12.8649291;-38.6310386;29.81;8.03;912
98.44;37.05;7.82;43.00;-12.8648700;-38.6314659;29.92;8.03;902
98.53;37.26;7.72;43.00;-12.8648090;-38.6318778;29.79;8.04;894
98.53;37.17;7.82;44.00;-12.8647909;-38.6323089;29.98;8.03;934
98.44;36.89;7.82;43.00;-12.8647994;-38.6327705;29.85;8.04;795
98.44;36.37;7.72;43.00;-12.8647909;-38.6332435;30.04;8.04;919
98.44;36.47;7.72;43.00;-12.8647298;-38.6337203;30.02;8.06;894
98.53;36.51;7.72;42.00;-12.8646898;-38.6341972;30.03;8.04;924
98.53;37.05;7.72;43.00;-12.8646898;-38.6346206;29.96;8.05;884
98.53;37.45;7.72;43.00;-12.8646993;-38.6350784;30.01;8.05;925
98.44;37.08;7.82;43.00;-12.8646993;-38.6355247;29.89;8.04;940
98.53;37.43;7.72;43.00;-12.8646697;-38.6359786;30.03;8.04;924
98.44;37.47;7.72;43.00;-12.8646488;-38.6364097;29.81;8.05;883
98.44;37.28;7.82;42.00;-12.8646306;-38.6368598;29.92;8.06;896
98.53;37.36;7.82;42.00;-12.8645887;-38.6373214;29.76;8.07;885
98.44;37.32;7.72;41.00;-12.8645496;-38.6377372;29.75;8.06;892
98.44;37.64;7.72;42.00;-12.8645191;-38.6381988;29.75;8.04;934
98.44;38.05;7.82;41.00;-12.8644590;-38.6386299;29.76;8.03;911
98.44;37.88;7.82;41.00;-12.8644285;-38.6390304;29.75;8.04;919
98.44;38.09;7.82;41.00;-12.8643999;-38.6394004;29.78;8.04;909
98.44;38.28;7.82;41.00;-12.8644094;-38.6398468;29.76;8.04;918
98.44;38.28;7.82;41.00;-12.8643589;-38.6402397;29.77;8.05;904
98.44;38.21;7.82;41.00;-12.8642702;-38.6406517;29.74;8.05;899
98.44;37.84;7.82;41.00;-12.8641805;-38.6410789;29.76;8.06;910
98.44;37.86;7.82;41.00;-12.8641281;-38.6415252;29.79;8.05;891
98.53;38.15;7.82;41.00;-12.8640699;-38.6420097;29.77;8.06;934
98.53;38.31;7.92;41.00;-12.8640089;-38.6424674;29.81;8.04;900
98.44;38.48;7.72;41.00;-12.8639392;-38.6428718;29.79;8.06;894
98.53;38.13;7.82;41.00;-12.8638601;-38.6432952;29.92;8.05;931
98.53;37.33;7.72;41.00;-12.8638095;-38.6437492;29.83;8.05;936
98.53;36.74;7.62;40.00;-12.8637304;-38.6441917;29.98;8.07;898
98.53;36.81;7.72;41.00;-12.8636598;-38.6446037;30.09;8.06;924
98.53;36.72;7.82;41.00;-12.8635807;-38.6450119;30.06;8.03;924
98.63;37.40;7.82;41.00;-12.8634996;-38.6453857;30.12;8.04;906
98.63;37.38;7.72;42.00;-12.8634204;-38.6457366;30.09;8.05;880
98.63;36.94;7.72;42.00;-12.8633499;-38.6461143;30.09;8.05;893
98.63;36.62;7.82;42.00;-12.8632888;-38.6464996;30.11;8.03;901
98.63;36.71;7.82;42.00;-12.8632192;-38.6468696;30.07;8.02;923
98.63;36.96;7.82;42.00;-12.8631505;-38.6472015;30.16;8.04;938
98.63;36.94;7.82;42.00;-12.8630800;-38.6475486;30.05;8.02;916
98.73;37.45;7.82;43.00;-12.8629989;-38.6479110;29.95;8.02;910
98.63;37.62;7.92;42.00;-12.8629789;-38.6483688;30.00;8.02;905
98.63;37.42;7.82;42.00;-12.8629398;-38.6488456;29.97;8.02;951
98.53;36.53;7.82;41.00;-12.8628492;-38.6492767;29.97;8.03;924
98.53;36.27;7.82;42.00;-12.8627500;-38.6497306;29.99;8.01;913
98.53;35.81;7.72;42.00;-12.8626804;-38.6501808;30.02;8.03;914
98.53;36.21;7.72;42.00;-12.8626203;-38.6506423;30.01;8.00;917
98.53;36.07;7.92;42.00;-12.8625688;-38.6510581;29.97;8.01;897
98.44;37.09;7.82;43.00;-12.8625202;-38.6515007;29.97;8.01;946
98.53;37.49;7.72;43.00;-12.8624496;-38.6519470;30.02;8.00;946
98.44;36.84;7.82;43.00;-12.8623991;-38.6523895;30.06;8.02;930
98.44;36.57;7.82;43.00;-12.8623495;-38.6527900;30.05;8.02;934
98.44;35.91;7.72;42.00;-12.8622999;-38.6532249;30.05;8.01;917
98.44;35.92;7.82;43.00;-12.8622303;-38.6536407;30.05;8.01;941
98.44;35.83;7.92;43.00;-12.8621692;-38.6540603;30.03;8.01;885
98.44;35.71;7.82;45.00;-12.8621091;-38.6544990;30.10;8.03;915
98.44;35.24;7.82;44.00;-12.8620195;-38.6549186;30.08;8.01;924
98.44;35.44;7.92;47.00;-12.8619489;-38.6553153;30.18;8.05;892
98.44;35.26;7.82;48.00;-12.8619098;-38.6557197;30.38;8.03;909
98.44;35.26;7.72;48.00;-12.8618593;-38.6561470;30.25;8.03;904
98.44;34.92;7.72;47.00;-12.8618001;-38.6566047;30.37;8.03;909
98.44;34.95;7.72;47.00;-12.8617391;-38.6570243;30.33;8.01;940
98.44;34.87;7.72;46.00;-12.8616704;-38.6574096;30.38;8.03;928
98.53;35.18;7.72;47.00;-12.8616094;-38.6577987;30.42;8.03;838
98.44;35.10;7.72;48.00;-12.8615798;-38.6582374;30.42;8.01;934
98.53;35.07;7.82;48.00;-12.8615407;-38.6586799;30.46;8.01;931
98.53;35.13;7.82;48.00;-12.8615102;-38.6590690;30.37;8.02;925
98.53;35.02;7.82;48.00;-12.8614702;-38.6595115;30.21;8.03;921
98.53;35.51;7.82;49.00;-12.8614883;-38.6599693;30.33;8.02;916
98.53;34.94;7.72;49.00;-12.8614397;-38.6603927;30.22;8.01;926
98.53;34.74;7.72;48.00;-12.8613586;-38.6608085;30.29;8.01;894
98.44;34.59;7.72;48.00;-12.8612794;-38.6611976;30.20;8.02;968
98.44;34.55;7.72;48.00;-12.8612394;-38.6616096;30.22;8.03;899
98.44;34.62;7.72;48.00;-12.8611984;-38.6620407;30.18;8.02;909
98.44;34.48;7.82;48.00;-12.8611679;-38.6624794;30.17;8.02;918
98.44;34.30;7.72;48.00;-12.8611392;-38.6629066;30.20;8.04;917
98.44;34.36;7.82;48.00;-12.8610992;-38.6633415;30.18;8.06;911
98.44;34.17;7.82;49.00;-12.8610992;-38.6638107;30.21;8.03;936
98.44;34.34;7.82;49.00;-12.8610706;-38.6642494;30.22;8.02;919
98.44;34.16;7.82;49.00;-12.8610200;-38.6646881;30.25;8.05;935
98.44;34.05;7.82;49.00;-12.8609695;-38.6651268;30.28;8.01;939
98.44;33.96;7.72;49.00;-12.8609609;-38.6656112;30.29;8.03;880
98.44;33.84;7.82;49.00;-12.8609609;-38.6660728;30.39;8.02;955
98.44;34.00;7.92;49.00;-12.8609495;-38.6665687;30.59;8.02;914
98.44;33.90;7.82;50.00;-12.8609189;-38.6670646;30.47;8.00;889
98.53;33.89;7.82;50.00;-12.8608798;-38.6675224;30.58;7.99;909
98.44;33.87;7.82;50.00;-12.8608293;-38.6679916;30.57;8.02;924
98.44;33.84;7.82;50.00;-12.8607788;-38.6683998;30.54;8.02;879
98.44;33.66;7.92;50.00;-12.8607282;-38.6688346;30.63;8.01;947
98.44;33.62;7.93;51.00;-12.8607397;-38.6693305;30.40;8.02;902
98.44;33.63;7.93;51.00;-12.8607397;-38.6698265;30.50;8.03;927
98.44;33.66;7.83;51.00;-12.8607501;-38.6703453;30.32;8.02;895
98.34;33.63;7.73;51.00;-12.8607196;-38.6708793;30.28;8.02;733
98.44;33.41;7.73;50.00;-12.8606996;-38.6713790;30.24;8.01;926
98.44;33.34;7.82;51.00;-12.8606796;-38.6718254;30.24;8.05;921
98.44;33.28;7.73;51.00;-12.8606290;-38.6722869;30.26;8.04;879
98.53;33.31;7.83;51.00;-12.8606204;-38.6727600;30.24;8.04;889
98.44;33.46;7.73;51.00;-12.8606204;-38.6731986;30.25;8.02;920
98.44;33.41;7.73;51.00;-12.8606290;-38.6736984;30.24;8.02;860
98.53;33.19;7.83;51.00;-12.8606595;-38.6742095;30.21;8.02;929
98.53;33.29;7.83;51.00;-12.8606996;-38.6746978;30.21;8.04;947
98.53;33.45;7.93;51.00;-12.8606996;-38.6751708;30.23;8.03;897
98.53;33.44;7.83;51.00;-12.8606891;-38.6756286;30.16;8.04;940
98.53;33.34;7.73;51.00;-12.8606796;-38.6760787;30.32;8.04;836
98.44;33.40;7.73;51.00;-12.8607587;-38.6765518;30.22;8.06;898
98.53;33.28;7.83;51.00;-12.8607587;-38.6769943;30.38;8.06;850
98.53;33.10;7.83;51.00;-12.8607587;-38.6777572;30.45;8.06;932
98.53;33.10;7.83;51.00;-12.8608093;-38.6782493;30.42;8.06;928
98.53;33.11;7.73;51.00;-12.8608598;-38.6786766;30.29;8.07;873
98.53;33.17;7.83;51.00;-12.8608999;-38.6791343;30.40;8.05;899
98.53;33.19;7.83;51.00;-12.8609695;-38.6796188;30.21;8.03;911
98.53;33.38;7.83;51.00;-12.8610305;-38.6800498;30.31;8.06;935
98.53;33.41;7.83;51.00;-12.8610401;-38.6804885;30.17;8.06;936
98.53;33.31;7.83;51.00;-12.8610401;-38.6809043;30.18;8.03;931
98.53;33.50;7.73;51.00;-12.8610486;-38.6812896;30.17;8.03;940
98.53;33.72;7.63;51.00;-12.8610792;-38.6816864;30.20;8.04;915
98.53;33.91;7.73;51.00;-12.8611192;-38.6820945;30.23;8.04;908
98.53;33.95;7.73;51.00;-12.8611803;-38.6825065;30.21;8.04;918
98.53;33.69;7.73;51.00;-12.8612203;-38.6829605;30.20;8.04;919
98.53;33.74;7.73;50.00;-12.8612594;-38.6833992;30.26;8.03;914
98.44;33.56;7.73;50.00;-12.8612794;-38.6837806;30.16;8.05;937
98.44;33.21;7.73;50.00;-12.8612995;-38.6842117;30.17;8.04;926
98.44;33.68;7.73;50.00;-12.8613281;-38.6846580;30.20;8.08;910
98.44;33.81;7.83;51.00;-12.8613500;-38.6850852;35.08;6.05;972
98.44;33.99;7.73;51.00;-12.8613586;-38.6854896;44.96;4.30;916
98.44;34.08;7.82;50.00;-12.8613281;-38.6858901;30.41;8.20;911
98.34;33.89;7.73;50.00;-12.8613386;-38.6863403;30.45;8.21;871
98.44;33.53;7.82;50.00;-12.8613586;-38.6867904;30.46;8.20;917
98.44;33.43;7.82;50.00;-12.8613691;-38.6872787;30.37;8.17;917
98.44;33.33;7.82;50.00;-12.8613691;-38.6877403;30.44;8.19;947
98.44;33.19;7.63;50.00;-12.8613586;-38.6881790;30.27;8.14;928
98.44;33.35;7.82;50.00;-12.8613691;-38.6885948;30.36;8.20;917
98.44;33.42;7.73;51.00;-12.8613691;-38.6890296;30.18;8.19;925
98.44;33.44;7.73;51.00;-12.8613500;-38.6894111;30.13;8.19;922
98.44;33.46;7.63;50.00;-12.8613586;-38.6898155;30.13;8.20;951
98.44;33.39;7.73;50.00;-12.8613996;-38.6902503;30.09;8.20;902
98.44;33.29;7.82;50.00;-12.8614797;-38.6906814;30.04;8.17;963
98.53;33.26;7.73;51.00;-12.8615407;-38.6911315;29.99;8.20;933
98.44;33.31;7.73;51.00;-12.8616304;-38.6915588;29.96;8.19;903
98.44;33.17;7.83;51.00;-12.8617391;-38.6920318;29.97;8.22;920
98.44;32.99;7.73;50.00;-12.8618392;-38.6924552;29.95;8.24;938
98.34;33.24;7.82;51.00;-12.8619995;-38.6929016;29.94;8.22;881
98.34;33.32;7.93;51.00;-12.8622388;-38.6933670;30.02;8.22;968
98.34;33.29;7.93;51.00;-12.8624792;-38.6938400;29.89;8.21;932
98.34;33.16;8.22;52.00;-12.8626604;-38.6943092;30.06;8.24;919
98.34;33.04;8.12;52.00;-12.8628101;-38.6947746;29.94;8.23;694
98.34;32.96;7.83;51.00;-12.8629198;-38.6952285;30.14;8.24;917
98.24;32.96;7.93;52.00;-12.8630599;-38.6957054;30.04;8.28;835
98.24;32.87;7.83;52.00;-12.8631792;-38.6961097;30.20;8.27;910
98.24;32.76;7.93;52.00;-12.8633289;-38.6965599;30.17;8.27;975
98.24;32.56;7.83;52.00;-12.8634490;-38.6970176;30.21;8.27;917
98.14;32.24;7.83;52.00;-12.8636198;-38.6974754;30.04;8.24;979
98.14;32.28;7.93;52.00;-12.8637590;-38.6979217;30.15;8.25;838
98.14;32.41;7.83;53.00;-12.8638486;-38.6983146;29.98;8.25;898
98.04;32.24;7.83;53.00;-12.8640003;-38.6987304;30.07;8.28;1007
98.04;32.11;7.93;53.00;-12.8642196;-38.6992416;29.98;8.24;818
97.95;32.01;7.93;53.00;-12.8644094;-38.6997299;29.97;8.21;984
97.95;31.98;7.73;55.00;-12.8645801;-38.7001991;29.97;8.26;709
97.95;31.94;7.93;55.00;-12.8647689;-38.7006950;29.98;8.26;986
97.95;31.93;7.83;55.00;-12.8648700;-38.7011795;29.99;8.27;945
97.95;31.91;7.93;55.00;-12.8650083;-38.7016105;29.99;8.26;884
98.04;31.94;7.83;55.00;-12.8652086;-38.7020683;30.01;8.23;893
98.04;32.05;7.93;55.00;-12.8653402;-38.7024688;30.03;8.25;913
98.04;32.01;7.73;56.00;-12.8654890;-38.7028732;30.06;8.26;872
98.04;32.00;7.73;55.00;-12.8655996;-38.7033195;30.15;8.29;911
98.14;32.19;7.83;55.00;-12.8656606;-38.7037010;30.14;8.30;575
98.14;32.22;7.83;54.00;-12.8657293;-38.7040481;30.31;8.31;942
98.04;32.26;7.83;55.00;-12.8657903;-38.7044296;30.23;8.32;944
98.04;32.27;7.83;55.00;-12.8657903;-38.7048149;30.41;8.31;847
97.95;32.66;7.93;55.00;-12.8656101;-38.7051086;30.40;8.31;967
97.95;32.96;8.03;55.00;-12.8653106;-38.7053337;30.45;8.34;948
97.85;32.98;7.73;55.00;-12.8650693;-38.7056159;30.31;8.38;930
97.95;33.23;7.83;54.00;-12.8648300;-38.7059097;30.38;8.44;956
97.95;33.31;7.83;54.00;-12.8645296;-38.7061996;30.21;8.49;949
97.95;33.52;7.83;53.00;-12.8642797;-38.7065086;30.29;8.51;919
97.85;33.72;7.83;53.00;-12.8640003;-38.7067565;30.23;8.56;913
97.95;33.84;7.93;53.00;-12.8637104;-38.7070388;30.23;8.52;956
97.95;33.74;7.73;53.00;-12.8633985;-38.7073593;30.24;8.58;966
97.85;34.04;7.83;52.00;-12.8631391;-38.7076377;30.24;8.59;967
97.36;33.92;7.83;52.00;-12.8628587;-38.7079162;30.23;8.61;960
97.95;34.04;7.93;52.00;-12.8625097;-38.7081604;30.22;8.60;902
97.95;34.12;7.73;52.00;-12.8622083;-38.7084999;30.32;8.60;902
97.85;34.21;7.83;52.00;-12.8618898;-38.7088356;30.34;8.60;924
97.85;34.35;7.83;52.00;-12.8615999;-38.7091712;30.30;8.60;956
